id,nombreInstitucion,codigoInstitucion,codigoCutComuna,nombreComuna,formaAudiencia,fechainicioAudienca,duracionMinutoAudiencia,codigoAudienciaInstitucion,lugarAudiencia,observacionesMateriaAudiencia,descripcionMateria,codigoActualDatasetRegistroPasivo,codigoPasivoInstitucion,nombrePasivoInstitucion,cargoNombrePasivo,nombrePasivo,apellidosPasivo,codigoNacionalidadIsoPasivo,fechaInicioPasivo,fechaTerminoPasivo,linkAudienciaReunionPasivo,linkViajesPasivo,linkDonativosPasivo,cargoFuncionPasivo,codigoActualDatasetRegistroActivo,codigoActualDatasetRegistroEntidadActivo,nombreActivo,apellidosActivo,documentoPaisActivo,codigoNacionalidadActivo,remuneradoActivo,nombreInstitucionActivo,codigoInstitucionActivo,rutActivo,codigoInternacionalActivo,nombreEntidadActivo,giroActivo,representanteActivo,naturalezaActivo,administradorActivo,tipoEntidadActivo
178916,CAMARA DE DIPUTADOS,nr006,9201,Angol,Presencial,2016-05-26 15:45:00,20,AR3897,Manuel Jarpa 072,Problemas de colapso de Caseta Sanitaria calles Carrera con O´Higgins de la comuna de Los Sauces ,Ninguna de las anteriores.,80266,NR006-SP114,CAMARA DE DIPUTADOS,Diputado,Jorge,Rathgeb Schifferli,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=114&parid=999,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=114,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=114,Diputado,446319,,Alberto ,Fuica Sandoval ,CHL,CHL,0,,,,,,,,,,
178917,CAMARA DE DIPUTADOS,nr006,10201,Castro,Presencial,2016-05-26 17:00:00,20,AR3767,CASTRO,La reunión consistió en el planteamiento de lo que debería ser la nueva &quot ley de Mitilidos&quot  según su perspectiva como usuarios del mar y productores de choritos,Ninguna de las anteriores.,80182,NR006-SP119,CAMARA DE DIPUTADOS,Diputado,Jenny,Alvarez Vera,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=119&parid=968,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=119,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=119,Diputado,446333,,RODRIGO ROSALES,ROSALES,CHL,CHL,0,,,,,,,,,,
178918,CAMARA DE DIPUTADOS,nr006,9101,Temuco,Presencial,2016-05-26 19:00:00,45,AR3911,Sede CFT Teodoro Wickel UFRO Temuco,Alumnos Magíster Alta Dirección Pública U. Mayor. Investigación Proceso de Descentralización en Chile pero con una mirada de La Araucanía ,Ninguna de las anteriores.,80266,NR006-SP114,CAMARA DE DIPUTADOS,Diputado,Jorge,Rathgeb Schifferli,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=114&parid=999,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=114,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=114,Diputado,446335,,Cristina ,Rivas Ramírez,CHL,CHL,0,,,,,,,,,,
178921,CAMARA DE DIPUTADOS,nr006,9101,Temuco,Presencial,2016-05-26 20:00:00,30,AR3827,Claro Solar 1284 Temuco,Se le expuso al Gral. Prefecto de la Araucania Coronel Christian Franzani  el aumento de delincuencia en la comuna de Renaico.,Ninguna de las anteriores.,80266,NR006-SP114,CAMARA DE DIPUTADOS,Diputado,Jorge,Rathgeb Schifferli,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=114&parid=999,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=114,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=114,Diputado,446342,,Francisco,Carrasco,CHL,CHL,0,,,,,,,,,,
178925,CAMARA DE DIPUTADOS,nr006,9101,Temuco,Presencial,2016-05-26 22:00:00,30,AR3841,Bulnes 539 Temuco,Situación laboral profesionales Químicos Farmacéuticos Región de La Araucanía.,Ninguna de las anteriores.,80266,NR006-SP114,CAMARA DE DIPUTADOS,Diputado,Jorge,Rathgeb Schifferli,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=114&parid=999,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=114,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=114,Diputado,446354,,Eduardo,Norambuena,CHL,CHL,0,,,,,,,,,,
178927,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-05-27 13:00:00,60,AR3770,Manuel Rodriguez  Sur 415,Tema discutir sobre el proyecto de ley de reforma a la educación superior que entrará e los próximos meses,Ninguna de las anteriores.,80227,NR006-SP103,CAMARA DE DIPUTADOS,Diputado,Giorgio,Jackson Drago,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=103&parid=987,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=103,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=103,Diputado,446361,,Carlos ,Peña González,CHL,CHL,0,,,,,,,,,,
178931,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-05-27 16:00:00,40,AR3509,Ex Congreso Nacional,Necesidad que se apruebe una nueva ley migratoria,Ninguna de las anteriores.,80210,NR006-SP047,CAMARA DE DIPUTADOS,Diputado,Ramón,Farías Ponce,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=47&parid=839,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=47,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=47,Diputado,446374,,Elisa,Niño,CHL,CHL,0,,,,,,,,,,
178932,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-05-27 16:45:00,30,AR3698,Ex Congreso Nacional,Mercado de los medicamentos en Chile.,Ninguna de las anteriores.,80262,NR006-SP052,CAMARA DE DIPUTADOS,Diputado,Leopoldo,Pérez Lahsen,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=52&parid=946,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=52,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=52,Diputado,446377,,Soledad,Eyheralde,CHL,CHL,1,,,,,,,,,,
178933,CAMARA DE DIPUTADOS,nr006,9201,Angol,Presencial,2016-05-27 19:00:00,45,AR3899,Caupolicán 598,Problemática de Delincuencia comuna de Renaico,Ninguna de las anteriores.,80266,NR006-SP114,CAMARA DE DIPUTADOS,Diputado,Jorge,Rathgeb Schifferli,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=114&parid=999,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=114,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=114,Diputado,446379,,Ivan ,Bascuñan Aravena,CHL,CHL,0,,,,,,,,,,
178937,CAMARA DE DIPUTADOS,nr006,1101,Iquique,Presencial,2016-05-30 16:15:00,30,AR3748,Oficina distrital,Modificación de la Ley de Gendarmería y creación de una nueva unidad de trabajadores.,Ninguna de las anteriores.,80287,NR006-SP014,CAMARA DE DIPUTADOS,Diputado,Renzo,Trisotti Martínez,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=14&parid=1003,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=14,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=14,Diputado,446388,,Rodolfo,Aguilar Palomino ,CHL,CHL,0,,,,,,,,,,
178956,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-06-01 20:30:00,30,AR3590,Congreso Nacional  Avda. Pedro Montt S/N,Hacer presente la posición de FIDE frente al proyecto de ley que concede un bono de retiro a los asistentes de la Educación.   ,Ninguna de las anteriores.,80254,NR006-SP030,CAMARA DE DIPUTADOS,Diputado,Marco Antonio,Núñez Lozano,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=30&parid=876,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=30,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=30,Diputado,446449,,Rodrigo,Díaz Ahumada,CHL,CHL,0,,,,,,,,,,
178957,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-06-01 21:00:00,30,AR3961,Ex Congreso Nacional sala 107,Guías clinicas y medicamento anti retrovirales,Ninguna de las anteriores.,80271,NR006-SP039,CAMARA DE DIPUTADOS,Diputado,Karla,Rubilar Barahona,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=39&parid=891,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=39,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=39,Diputado,446451,,Patricio ,Novoa Valle,CHL,CHL,0,,,,,,,,,,
178965,CAMARA DE DIPUTADOS,nr006,13123,Providencia,Presencial,2016-06-03 14:30:00,30,AR3811,Av. Suecia 286,Plantearle más exhaustivamente  lo expuesto en carta enviada a su despacho en el Congreso  en relación a los problemas que enfrenta la siderurgia nacional por la competencia extranjera.,Ninguna de las anteriores.,80241,NR006-SP003,CAMARA DE DIPUTADOS,Diputado,Patricio,Melero Abaroa,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=3&parid=865,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=3,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=3,Diputado,446474,,Jorge ,Manríquez,CHL,CHL,0,,,,,,,,,,
178966,CAMARA DE DIPUTADOS,nr006,8101,Concepción,Presencial,2016-06-03 14:30:00,60,AR3894,jaqueneo 486  concepción ,Proyecto de Ley que establece la exclusividad universitaria de la carrera de Tecnología Medica. ,Ninguna de las anteriores.,80258,NR006-SP073,CAMARA DE DIPUTADOS,Diputado,Clemira,Pacheco Rivas,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=73&parid=880,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=73,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=73,Diputado,446476,,Marcela ,Bustos Paredes,CHL,CHL,0,,,,,,,,,,
178968,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-06-03 15:00:00,60,AR3718,Ex Congreso Nacional Compañia 1131,Nuestro Hospital Padre Hurtado es de Carácter experimental DFL N°29 y tenemos reglamentos propios  es de suma importancia este proyecto que beneficiaría a 1500 funcionarios. Proyecto remuneración  creación Carrera Funcionaría y otros.  La presentación requiere ser presentada directamente para poder ser explicado.,Ninguna de las anteriores.,80186,NR006-SP004,CAMARA DE DIPUTADOS,Diputado,Pepe,Auth Stewart,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=4&parid=925,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=4,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=4,Diputado,446483,,Alex,Villarroel  ,CHL,CHL,0,,,,,,,,,,
178973,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-06-03 19:00:00,30,AR3725,Ex Congreso,Nuestro Hospital Padre Hurtado es de Carácter experimental DFL N°29 y tenemos reglamentos propios  es de suma importancia este proyecto que beneficiaría a 1500 funcionarios. Proyecto remuneración  creación Carrera Funcionaría y otros.  La presentación requiere ser presentada directamente para poder ser explicado.,Ninguna de las anteriores.,80210,NR006-SP047,CAMARA DE DIPUTADOS,Diputado,Ramón,Farías Ponce,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=47&parid=839,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=47,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=47,Diputado,446501,,Rossana,Rojas Arraigada,CHL,CHL,0,,,,,,,,,,
178987,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-06-06 17:30:00,60,AR4036,Alameda 1058,Reforma Educación Superior,Ninguna de las anteriores.,80221,NR006-SP064,CAMARA DE DIPUTADOS,Diputado,Romilio,Gutiérrez Pino,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=64&parid=938,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=64,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=64,Diputado,446541,,Patricio ,Sanhueza,CHL,CHL,0,,,,,,,,,,
178989,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-06-06 17:30:00,60,AR4035,Alameda 1058,Reforma Educación Superior,Ninguna de las anteriores.,80221,NR006-SP064,CAMARA DE DIPUTADOS,Diputado,Romilio,Gutiérrez Pino,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=64&parid=938,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=64,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=64,Diputado,446543,,Aldo,Valle,CHL,CHL,0,,,,,,,,,,
178993,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-06-06 17:45:00,90,AR3904,Restaurant Casona del Centro  Morande 538,Capacidad de los sindicatos para abrir cuentas corrientes bancarias ,Ninguna de las anteriores.,80268,NR006-SP031,CAMARA DE DIPUTADOS,Diputado,Gaspar,Rivas Sánchez,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=31&parid=948,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=31,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=31,Diputado,446549,,MANUEL,AHUMADA,CHL,CHL,1,,,,,,,,,,
178998,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-06-06 20:00:00,15,AR3838,Ex Congreso,Temas que estimamos de relevancia para el sector y el país. En este sentido  nos gustaría compartir la agenda de trabajo que tiene el Consejo Minero para este 2016  que está definida por los desafíos de la industria  a saber  mejorar la productividad en los procesos mineros  fomentar la innovación mediante el uso de tecnologías en proyectos I+D+i y desarrollar capacidades en base a las competencias laborales que requerirá el sector  en los próximos años. ,Ninguna de las anteriores.,80291,NR006-SP098,CAMARA DE DIPUTADOS,Diputado,Christian,Urízar Muñoz,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=98&parid=1004,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=98,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=98,Diputado,446562,,Joaquín ,Villarino,CHL,CHL,0,,,,,,,,,,
179002,CAMARA DE DIPUTADOS,nr006,13123,Providencia,Presencial,2016-06-06 22:15:00,30,AR3907,ANTONIO VARAS 454,dar conocer la opinión y aportes en relación a la trágica situación acaecida en el centro de Administración Directa del Sename “Galvarino”  ,Ninguna de las anteriores.,80246,NR006-SP044,CAMARA DE DIPUTADOS,Diputado,Cristián,Monckeberg Bruner,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=44&parid=867,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=44,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=44,Diputado,446575,,Raúl ,Heck,CHL,CHL,0,,,,,,,,,,
179004,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-06-07 15:00:00,60,AR3799,Congreso Nacional,Reforma a la educación superior y presupuesto educacional 2016,Ninguna de las anteriores.,80294,NR006-SP017,CAMARA DE DIPUTADOS,Diputado,Camila,Vallejo Dowling,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=17&parid=1006,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=17,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=17,Diputado,446578,,Pamela,Soto Droguett,CHL,CHL,0,,,,,,,,,,
179008,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-06-07 16:00:00,40,AR3672,Congreso Nacional,Presentar un App. para teléfonos celulares  totalmente gratuito para parlamentarios y sus usuarios o electores  que permite la comunicación directa e interrelación entre los Diputados y sus electores.,Ninguna de las anteriores.,80210,NR006-SP047,CAMARA DE DIPUTADOS,Diputado,Ramón,Farías Ponce,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=47&parid=839,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=47,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=47,Diputado,446595,,José Manuel,Contreras Silva,CHL,CHL,0,,,,,,,,,,
179011,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-06-07 16:30:00,20,AR3760,Congreso Valparaíso,Informar acerca de la posición de los operadores de estacionamientos acerca de la moción parlamentaria contenida en el Boletín Nº 9729.,Ninguna de las anteriores.,80198,NR006-SP009,CAMARA DE DIPUTADOS,Diputado,Guillermo,Ceroni Fuentes,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=9&parid=819,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=9,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=9,Diputado,446604,,Felipe,Barrueto,CHL,CHL,1,,,,,,,,,,
179019,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-06-08 15:45:00,60,AR3844,congreso nacional,Presentar al diputado Juan Antonio Coloma  en su calidad de jefe de bancada  el plan de acción de la Asociación de Mutuales.,Ninguna de las anteriores.,80202,NR006-SP110,CAMARA DE DIPUTADOS,Diputado,Juan Antonio,Coloma Alamos,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=110&parid=976,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=110,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=110,Diputado,446624,,Ítalo,Cornejo Reyes,CHL,CHL,1,,,,,,,,,,
179020,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-06-08 15:45:00,90,AR3936,Congreso Nacional,Ley Polimetales,Ninguna de las anteriores.,80245,NR006-SP029,CAMARA DE DIPUTADOS,Diputado,Andrea,Molina Oliva,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=29&parid=944,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=29,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=29,Diputado,446626,,Marta ,Aravena Schiaffino,CHL,CHL,0,,,,,,,,,,
179024,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-06-08 16:30:00,20,AR3758,Congreso Vaparaiso,FIDEN AG  es la Asociación Gremial que agrupa a los Operadores  Fabricantes e Importadores de Entretenimientos Electrónicos  fundada en el año 2003. Queremos Presentar propuesta de regulación legal para el sector de juegos electrónicos elaborada por FIDEN.,Ninguna de las anteriores.,80198,NR006-SP009,CAMARA DE DIPUTADOS,Diputado,Guillermo,Ceroni Fuentes,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=9&parid=819,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=9,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=9,Diputado,446642,,Sebastian ,Salazar Bastidas,CHL,CHL,0,,,,,,,,,,
179028,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-06-08 19:30:00,30,AR3554,Congreso,Tratado Trans Pacífico (TPP por sus siglas en inglés),Ninguna de las anteriores.,80291,NR006-SP098,CAMARA DE DIPUTADOS,Diputado,Christian,Urízar Muñoz,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=98&parid=1004,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=98,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=98,Diputado,446652,,Tomas,Lagomarsino,CHL,CHL,0,,,,,,,,,,
179029,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-06-08 19:30:00,60,AR3879,Congreso Nacional  Valparaíso  Avenida Pedro Montt S/N,Carretera hídrica submarina según términos correos electrónicos mandados en días pasados.,Ninguna de las anteriores.,80254,NR006-SP030,CAMARA DE DIPUTADOS,Diputado,Marco Antonio,Núñez Lozano,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=30&parid=876,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=30,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=30,Diputado,446653,,Felix,Bogliolo,,,0,,,,,,,,,,
179031,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-06-08 20:30:00,60,AR3491,PEDRO MONTT S/N CONGRESO NACIONAL,Reforma Ley de Pesca.,Ninguna de las anteriores.,80285,NR006-SP050,CAMARA DE DIPUTADOS,Diputado,Guillermo,Teillier Del Valle,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=50&parid=956,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=50,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=50,Diputado,446658,,Miguel,Avalos Medina,CHL,CHL,0,,,,,,,,,,
179033,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-06-08 20:45:00,35,AR3864,Congreso Nacional,La Comunidad Palestina de Chile desea presentarse ante el nuevo Presidente de la Cámara de Diputados de Chile  Diputado Sr. Osvaldo Andrade  dar a conocer los positivos avances de la comunidad en el país y buscar puntos de colaboración. ,Ninguna de las anteriores.,80184,NR006-SP051,CAMARA DE DIPUTADOS,Diputado,Osvaldo,Andrade Lara,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=51&parid=924,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=51,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=51,Diputado,446663,,Maurice,Khamis,CHL,CHL,0,,,,,,,,,,
179035,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-06-08 21:15:00,20,AR3866,Congreso Nacional, Denuncia situación de acoso laboral.,Ninguna de las anteriores.,80184,NR006-SP051,CAMARA DE DIPUTADOS,Diputado,Osvaldo,Andrade Lara,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=51&parid=924,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=51,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=51,Diputado,446667,,Juan Carlos,Godoy Lanio,CHL,CHL,0,,,,,,,,,,
179050,CAMARA DE DIPUTADOS,nr006,8102,Coronel,Presencial,2016-06-13 14:00:00,90,AR4039,los carrera 270,Solicitar antecedentes sobre el proyecto de resolución N° 558  el cual pide modificar la ley 18.255.-,Ninguna de las anteriores.,80258,NR006-SP073,CAMARA DE DIPUTADOS,Diputado,Clemira,Pacheco Rivas,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=73&parid=880,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=73,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=73,Diputado,446719,,Carlos,Benavente ,CHL,CHL,0,,,,,,,,,,
179053,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-06-13 15:00:00,60,AR3729,ex congreso,Perfeccionamiento de la Ley de Familia  mejoras a proyecto de ley sobre Garantía a la Infancia y de dotaciones de los tribunales del país. ,Ninguna de las anteriores.,80264,NR006-SP113,CAMARA DE DIPUTADOS,Diputado,Roberto,Poblete Zapata,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=113&parid=997,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=113,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=113,Diputado,446755,,César Rodrigo,Ojeda Merino,CHL,CHL,0,,,,,,,,,,
179056,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-06-13 15:45:00,45,AR3728,Oficina 2da.Vicepresidencia  Sede Congreso Nacional  SANTIAGO,En consideración a que usted es el representante  de nuestro distrito (COLINA)  nos dirigimos para solicitarle un encuentro y tener una conversación respecto del futuro de la industria siderúrgica chilena dada la situación mundial de ésta,Ninguna de las anteriores.,80280,NR006-SP038,CAMARA DE DIPUTADOS,Diputado,Gabriel,Silber Romo,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=38&parid=898,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=38,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=38,Diputado,446763,,Italo ,Ozzano C,CHL,CHL,0,,,,,,,,,,
179074,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-06-14 16:15:00,15,AR3890,Cmara de Diputados Oficina 10 piso 10,Canales locales VTR,Ninguna de las anteriores.,80218,NR006-SP034,CAMARA DE DIPUTADOS,Diputado,Joaquín,Godoy Ibáñez,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=34&parid=846,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=34,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=34,Diputado,446807,,Rodrigo Eduardo,Oliver Varas,CHL,CHL,1,,,,,,,,,,
179081,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-06-14 20:30:00,40,AR3858,Edificio del Congreso Nacional  Piso 11 oficina 5,Temas previsionales,Ninguna de las anteriores.,80295,NR006-SP087,CAMARA DE DIPUTADOS,Diputado,Patricio,Vallespín López,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=87&parid=911,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=87,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=87,Diputado,446828,,Rodrigo,Perez Mackenna,CHL,CHL,0,,,,,,,,,,
179086,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-06-15 19:00:00,15,AR3828,Congreso Nacional (Valparaíso) Calle Victoria  SN  Piso 10 of. 9. ,Temas que estimamos de relevancia para el sector y el país. En este sentido  nos gustaría compartir la agenda de trabajo que tiene el Consejo Minero para este 2016  que está definida por los desafíos de la industria  a saber  mejorar la productividad en los procesos mineros  fomentar la innovación mediante el uso de tecnologías en proyectos I+D+i y desarrollar capacidades en base a las competencias laborales que requerirá el sector  en los próximos años. ,Ninguna de las anteriores.,80232,NR006-SP104,CAMARA DE DIPUTADOS,Diputado,Felipe,Kast Sommerhoff,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=104&parid=988,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=104,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=104,Diputado,446845,,Carlos ,Urenda,CHL,CHL,0,,,,,,,,,,
179087,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-06-15 19:30:00,30,AR3589,Congreso Nacional  Avenida Pedro Montt S/N ,Tratado Trans Pacífico (TPP por sus siglas en inglés),Ninguna de las anteriores.,80254,NR006-SP030,CAMARA DE DIPUTADOS,Diputado,Marco Antonio,Núñez Lozano,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=30&parid=876,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=30,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=30,Diputado,446847,,Tomas,Lagomarsino,CHL,CHL,0,,,,,,,,,,
179090,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-06-15 21:00:00,20,AR4040,Camara de Diputados,Se refiere a limites de alza de alta demanda en las tarifas transportes interprovincial interurbano y rural.,Ninguna de las anteriores.,80266,NR006-SP114,CAMARA DE DIPUTADOS,Diputado,Jorge,Rathgeb Schifferli,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=114&parid=999,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=114,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=114,Diputado,446851,,Manuel,Riesco,CHL,CHL,0,,,,,,,,,,
